Artifact Name,Final Patch,Build Outcome,Time in s
black_10_1.log,virtualenv==16.3.0 click==7.0 appdirs==1.4.3 attrs==18.2.0 toml==0.10.0,Successfully fixed build,429.369575
black_11_1.log,click==7.0 appdirs==1.4.3 attrs==18.2.0 toml==0.10.0,Successfully fixed build,337.438991
black_12_1.log,virtualenv==16.0.0 click==6.7 appdirs==1.4.3 attrs==18.1.0 toml==0.9.4,Successfully fixed build,451.771504
black_13_1.log,click==6.7 appdirs==1.4.3 attrs==18.1.0 toml==0.9.4,Successfully fixed build,371.777985
black_14_1.log,virtualenv==16.0.0 click==6.7 appdirs==1.4.3 attrs==18.1.0 toml==0.9.4,Successfully fixed build,415.909799
black_15_1.log,virtualenv==16.0.0 click==6.7 appdirs==1.4.3 attrs==18.1.0 toml==0.9.4,Successfully fixed build,352.709386
black_16_1.log,virtualenv==16.0.0 click==6.7 appdirs==1.4.3 attrs==18.1.0 toml==0.9.4,Successfully fixed build,500.46871
black_17_1.log,virtualenv==16.0.0 click==6.7 appdirs==1.4.3 attrs==18.1.0,Successfully fixed build,415.496392
black_18_1.log,virtualenv==16.0.0 click==6.7 appdirs==1.4.3 attrs==18.1.0,Successfully fixed build,397.941376
black_19_1.log,virtualenv==15.2.0 click==6.7 appdirs==1.4.3 attrs==17.4.0,Successfully fixed build,383.862603
black_20_1.log,virtualenv==15.2.0 click==6.7 appdirs==1.4.3 attrs==17.4.0,Successfully fixed build,384.5918
black_21_0.log,virtualenv==15.2.0 click==6.7 attrs==17.4.0,Successfully fixed build,275.868952
black_21_1.log,click==6.7 attrs==17.4.0,Successfully fixed build,187.026917
black_22_1.log,virtualenv==15.2.0 click==6.7 attrs==17.4.0,Successfully fixed build,270.491802
black_23_1.log,virtualenv==15.2.0 click==6.7 attrs==17.4.0,Successfully fixed build,296.17419
black_4_1.log,click==7.0 appdirs==1.4.3 attrs==19.1.0 toml==0.10.0 typed_ast==1.4.0,Successfully fixed build,442.468486
black_5_1.log,virtualenv==16.6.0 click==7.0 appdirs==1.4.3 attrs==19.1.0 toml==0.10.0 typed_ast==1.4.0,Successfully fixed build,519.58734
black_7_1.log,virtualenv==16.5.0 click==7.0 appdirs==1.4.3 attrs==19.1.0 toml==0.10.0,Successfully fixed build,402.480939
black_8_1.log,virtualenv==16.5.0 click==7.0 appdirs==1.4.3 attrs==19.1.0 toml==0.10.0,Successfully fixed build,425.761971
black_9_1.log,virtualenv==16.4.3 click==7.0 appdirs==1.4.3 attrs==19.1.0 toml==0.10.0,Successfully fixed build,458.729995
matplotlib_1_1.log,pytest==5.4.3 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.4 more_itertools==8.3.0,Successfully fixed build,1200.02756
pandas_1_1.log,virtualenv==20.0.21 cython==3.0a5 numpy==1.19.0rc1 pytest==5.4.2 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.4 more_itertools==8.3.0 pytz==2020.1 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.15.1 sortedcontainers==2.1.0,Successfully fixed build,20175.5316
pandas_10_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2020.1 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.5 sortedcontainers==2.1.0,Successfully fixed build,17246.9632
pandas_100_1.log,numpy==1.18.0 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.0.1 sortedcontainers==2.1.0,Successfully fixed build,18686.3497
pandas_101_1.log,numpy==1.18.0 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.0.0 sortedcontainers==2.1.0,Successfully fixed build,19489.8933
pandas_102_1.log,numpy==1.18.0 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.0.0 sortedcontainers==2.1.0,Successfully fixed build,19744.1494
pandas_103_1.log,numpy==1.18.0 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.57.1 sortedcontainers==2.1.0,Successfully fixed build,11026.1215
pandas_104_1.log,numpy==1.18.0 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.56.3 sortedcontainers==2.1.0,Successfully fixed build,19946.0857
pandas_105_1.log,numpy==1.18.0 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.56.3 sortedcontainers==2.1.0,Successfully fixed build,19874.8201
pandas_106_1.log,numpy==1.18.0 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.56.3 sortedcontainers==2.1.0,Successfully fixed build,17658.9137
pandas_107_1.log,numpy==1.18.0 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.56.3 sortedcontainers==2.1.0,Successfully fixed build,19959.0313
pandas_108_1.log,numpy==1.18.0rc1 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.56.1 sortedcontainers==2.1.0,Successfully fixed build,20131.848
pandas_109_1.log,numpy==1.18.0rc1 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.55.2 sortedcontainers==2.1.0,Successfully fixed build,20181.3861
pandas_11_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2020.1 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,Successfully fixed build,17248.9953
pandas_110_1.log,numpy==1.18.0rc1 pytest==5.3.1 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.53.2,Successfully fixed build,18477.5455
pandas_111_1.log,numpy==1.18.0rc1 pytest==5.3.1 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.53.1,Successfully fixed build,18590.1532
pandas_112_1.log,numpy==1.18.0rc1 pytest==5.3.1 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.53.1,Successfully fixed build,18663.706
pandas_113_1.log,numpy==1.18.0rc1 pytest==5.3.1 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.53.1,Successfully fixed build,16403.2437
pandas_114_1.log,numpy==1.17.4 pytest==5.3.1 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.50.6,Successfully fixed build,18643.5556
pandas_115_1.log,numpy==1.17.4 pytest==5.3.1 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.50.6,Successfully fixed build,18343.3023
pandas_116_1.log,numpy==1.17.4 pytest==5.3.1 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.50.4,Successfully fixed build,18571.1649
pandas_117_1.log,numpy==1.17.4 pytest==5.3.1 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.50.2,Successfully fixed build,18189.7687
pandas_118_1.log,numpy==1.17.4 pytest==5.3.0 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.46.1,Successfully fixed build,18393.9519
pandas_119_1.log,numpy==1.17.4 pytest==5.3.0 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.46.1,Successfully fixed build,9627.52235
pandas_12_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,Successfully fixed build,17226.9901
pandas_120_1.log,numpy==1.17.4 pytest==5.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,Successfully fixed build,18885.306
pandas_121_1.log,numpy==1.17.4 pytest==5.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,Successfully fixed build,18696.9848
pandas_122_1.log,numpy==1.17.4 pytest==5.2.4 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,Successfully fixed build,20520.0941
pandas_123_1.log,numpy==1.17.4 pytest==5.2.4 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,Successfully fixed build,19546.7529
pandas_124_1.log,numpy==1.17.4 pytest==5.2.4 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,Successfully fixed build,20467.0397
pandas_125_1.log,numpy==1.17.4 pytest==5.2.4 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,Successfully fixed build,20557.8734
pandas_126_1.log,numpy==1.17.4 pytest==5.2.4 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,Successfully fixed build,18510.5208
pandas_127_1.log,numpy==1.17.4 pytest==5.2.3 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,Successfully fixed build,20505.4018
pandas_128_1.log,numpy==1.17.4 pytest==5.2.2 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,Successfully fixed build,20583.1491
pandas_129_1.log,numpy==1.17.4 pytest==5.2.2 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,Successfully fixed build,20641.7368
pandas_13_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,Successfully fixed build,17363.2912
pandas_130_1.log,numpy==1.17.3 pytest==5.2.2 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.43.5,Successfully fixed build,20500.4911
pandas_131_1.log,numpy==1.17.3 pytest==5.2.2 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.42.7,Successfully fixed build,20490.6166
pandas_132_1.log,numpy==1.17.3 pytest==5.2.2 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.42.7,Successfully fixed build,20549.352
pandas_133_1.log,numpy==1.17.3 pytest==5.2.2 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.41.3,Successfully fixed build,20464.8959
pandas_134_1.log,numpy==1.17.3 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.41.3,Successfully fixed build,19804.9386
pandas_135_1.log,numpy==1.17.3 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.41.3,Successfully fixed build,20318.8963
pandas_136_1.log,numpy==1.17.2 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.40.0,Successfully fixed build,24652.5595
pandas_137_1.log,numpy==1.17.2 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.39.0,Successfully fixed build,24598.819
pandas_138_1.log,numpy==1.17.2 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.39.0,Successfully fixed build,24206.3975
pandas_139_1.log,numpy==1.17.2 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.38.3,Successfully fixed build,13423.7335
pandas_14_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,Successfully fixed build,17239.9047
pandas_140_1.log,numpy==1.17.2 pytest==5.2.0 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.38.2,Successfully fixed build,22209.3722
pandas_141_1.log,numpy==1.17.2 pytest==5.2.0 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.38.1,Successfully fixed build,24341.8463
pandas_142_1.log,numpy==1.17.2 pytest==5.2.0 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.38.0,Successfully fixed build,24425.8244
pandas_143_1.log,numpy==1.17.2 pytest==5.2.0 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.37.0,Successfully fixed build,24207.5894
pandas_144_0.log,numpy==1.17.2 pytest==5.1.3 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.2,Successfully fixed build,24666.8042
pandas_144_1.log,numpy==1.17.2 pytest==5.1.3 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.2,Successfully fixed build,24224.4675
pandas_145_1.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.2,Successfully fixed build,24298.9315
pandas_146_1.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.2,Successfully fixed build,14061.6808
pandas_147_1.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.2,Successfully fixed build,24325.1244
pandas_148_1.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.2,Successfully fixed build,24319.0772
pandas_149_0.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.1,Successfully fixed build,24563.8635
pandas_149_1.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.1,Successfully fixed build,24140.9699
pandas_15_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,Successfully fixed build,17263.3008
pandas_150_1.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.1 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.1,Successfully fixed build,24266.4542
pandas_151_1.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.1 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.1,Successfully fixed build,14350.249
pandas_152_1.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.1 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.0,Successfully fixed build,24499.2356
pandas_153_1.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.1 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.0,Successfully fixed build,24848.6893
pandas_16_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,Successfully fixed build,9391.12681
pandas_17_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,Successfully fixed build,17239.931
pandas_18_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,Successfully fixed build,12711.5963
pandas_19_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,Successfully fixed build,17332.7086
pandas_20_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,Successfully fixed build,17491.1251
pandas_21_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.1 sortedcontainers==2.1.0,Successfully fixed build,17426.3058
pandas_22_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.9.1 sortedcontainers==2.1.0,Successfully fixed build,17218.0546
pandas_23_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.9.1 sortedcontainers==2.1.0,Successfully fixed build,17272.94
pandas_24_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.9.1 sortedcontainers==2.1.0,Successfully fixed build,17337.5417
pandas_25_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.4 sortedcontainers==2.1.0,Successfully fixed build,15415.0664
pandas_26_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.3 sortedcontainers==2.1.0,Successfully fixed build,17308.0439
pandas_27_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.2 sortedcontainers==2.1.0,Successfully fixed build,16925.1557
pandas_28_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,16930.8771
pandas_29_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,17303.7159
pandas_29_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,17195.3937
pandas_3_1.log,virtualenv==20.0.21 cython==3.0a5 numpy==1.19.0rc1 pytest==5.4.2 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.4 more_itertools==8.3.0 pytz==2020.1 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.15.0 sortedcontainers==2.1.0,Successfully fixed build,20093.5467
pandas_30_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,15151.5138
pandas_31_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,17168.9101
pandas_32_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,17181.1317
pandas_33_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,17213.6777
pandas_34_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,17447.0155
pandas_35_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,17159.8062
pandas_36_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,17365.6406
pandas_37_1.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0,Successfully fixed build,15474.4931
